subject,word,recall,wordposition,valencemean,valencesd,arousalmean,arousalsd
17,sol,1,Em1,NaN,NaN,NaN,NaN
17,cancer,0,E,1.23,0.73,7.8,1.24
17,resoluci�n,1,Em1,NaN,NaN,NaN,NaN
17,violacion,0,E,1.18,0.5,8.13,1.11
17,sensibilidad,1,Em1,NaN,NaN,NaN,NaN
17,sufrimiento,1,E,1.95,1.15,8.3,0.86
17,capitulo,0,Em1,NaN,NaN,NaN,NaN
17,crimen,0,E,2.15,1.17,7.9,1.17
17,estaci�n,1,Em1,NaN,NaN,NaN,NaN
17,terrorista,1,E,1.5,0.88,7.6,1.39
17,�ptica,0,Em1,NaN,NaN,NaN,NaN
17,ceguera,0,E,2.75,1.33,6.95,1.39
18,dep�sito,0,Em1,NaN,NaN,NaN,NaN
18,morgue,1,E,2.9,1.95,6.17,1.93
18,estaci�n,1,Em1,NaN,NaN,NaN,NaN
18,terrorista,1,E,1.5,0.88,7.6,1.39
18,muslo,1,Em1,NaN,NaN,NaN,NaN
18,amputacion,1,E,2.1,1.17,7.1,1.45
18,meditaci�n,1,Em1,NaN,NaN,NaN,NaN
18,tumor,1,E,1.33,0.69,7.45,1.05
18,brinco,0,Em1,NaN,NaN,NaN,NaN
18,suicida,1,E,2.15,1.39,7.65,1.04
18,pasaporte,1,Em1,NaN,NaN,NaN,NaN
18,nazi,0,E,1.6,0.88,7.95,1.28
18,soplo,0,Em1,NaN,NaN,NaN,NaN
18,asfixia,1,E,1.3,0.57,8,1.21
18,importaci�n,1,Em1,NaN,NaN,NaN,NaN
18,sida,1,E,1.45,0.69,7.35,1.46
18,ambiente,0,Em1,NaN,NaN,NaN,NaN
18,plaga,0,E,2.3,1.17,7,1.52
18,lupa,0,Em1,NaN,NaN,NaN,NaN
18,ceguera,1,E,2.75,1.33,6.95,1.39
18,resoluci�n,0,Em1,NaN,NaN,NaN,NaN
18,violacion,1,E,1.18,0.5,8.13,1.11
18,terciopelo,1,Em1,NaN,NaN,NaN,NaN
18,sufrimiento,1,E,1.95,1.15,8.3,0.86
18,persona,0,Em1,NaN,NaN,NaN,NaN
18,traidor,1,E,2.25,1.24,7.15,1.76
18,luz,1,Em1,NaN,NaN,NaN,NaN
18,cancer,1,E,1.23,0.73,7.8,1.24
18,grupo,1,Em1,NaN,NaN,NaN,NaN
18,masacre,1,E,1.3,0.57,6.9,2.15
18,texto,1,Em1,NaN,NaN,NaN,NaN
18,crimen,1,E,2.15,1.17,7.9,1.17
18,cena,1,Em1,NaN,NaN,NaN,NaN
18,hambruna,1,E,1.95,1.31,7.35,1.18
18,ocupaci�n,1,Em1,NaN,NaN,NaN,NaN
18,asesino,1,E,2.03,1.27,7.6,1.73
19,emisor,0,Em1,NaN,NaN,NaN,NaN
19,sida,0,E,1.45,0.69,7.35,1.46
19,congreso,0,Em1,NaN,NaN,NaN,NaN
19,masacre,0,E,1.3,0.57,6.9,2.15
19,oxigeno,0,Em1,NaN,NaN,NaN,NaN
19,asfixia,0,E,1.3,0.57,8,1.21
19,muslo,0,Em1,NaN,NaN,NaN,NaN
19,amputacion,1,E,2.1,1.17,7.1,1.45
19,cima,0,Em1,NaN,NaN,NaN,NaN
19,suicida,1,E,2.15,1.39,7.65,1.04
19,regla,0,Em1,NaN,NaN,NaN,NaN
19,violacion,1,E,1.18,0.5,8.13,1.11
19,contacto,0,Em1,NaN,NaN,NaN,NaN
19,sufrimiento,0,E,1.95,1.15,8.3,0.86
19,f�sico,0,Em1,NaN,NaN,NaN,NaN
19,asesino,1,E,2.03,1.27,7.6,1.73
19,mujer,1,Em1,NaN,NaN,NaN,NaN
19,traidor,1,E,2.25,1.24,7.15,1.76
19,escena,0,Em1,NaN,NaN,NaN,NaN
19,ceguera,0,E,2.75,1.33,6.95,1.39
19,protagonista,0,Em1,NaN,NaN,NaN,NaN
19,crimen,0,E,2.15,1.17,7.9,1.17
19,cr�neo,1,Em1,NaN,NaN,NaN,NaN
19,tumor,1,E,1.33,0.69,7.45,1.05
19,metro,1,Em1,NaN,NaN,NaN,NaN
19,terrorista,1,E,1.5,0.88,7.6,1.39
19,crecimiento,0,Em1,NaN,NaN,NaN,NaN
19,plaga,0,E,2.3,1.17,7,1.52
19,sopa,0,Em1,NaN,NaN,NaN,NaN
19,hambruna,0,E,1.95,1.31,7.35,1.18
19,nacionalidad,1,Em1,NaN,NaN,NaN,NaN
19,nazi,1,E,1.6,0.88,7.95,1.28
19,esplendor,0,Em1,NaN,NaN,NaN,NaN
19,cancer,1,E,1.23,0.73,7.8,1.24
19,envase,0,Em1,NaN,NaN,NaN,NaN
19,morgue,0,E,2.9,1.95,6.17,1.93
20,cumplimiento,0,Em1,NaN,NaN,NaN,NaN
20,violacion,1,E,1.18,0.5,8.13,1.11
20,asamblea,1,Em1,NaN,NaN,NaN,NaN
20,masacre,0,E,1.3,0.57,6.9,2.15
20,respiraci�n,1,Em1,NaN,NaN,NaN,NaN
20,asfixia,1,E,1.3,0.57,8,1.21
20,ser,0,Em1,NaN,NaN,NaN,NaN
20,traidor,0,E,2.25,1.24,7.15,1.76
20,almac�n,1,Em1,NaN,NaN,NaN,NaN
20,morgue,0,E,2.9,1.95,6.17,1.93
20,planeta,0,Em1,NaN,NaN,NaN,NaN
20,plaga,0,E,2.3,1.17,7,1.52
20,importaci�n,0,Em1,NaN,NaN,NaN,NaN
20,sida,1,E,1.45,0.69,7.35,1.46
20,cocinero,1,Em1,NaN,NaN,NaN,NaN
20,hambruna,1,E,1.95,1.31,7.35,1.18
20,andamio,1,Em1,NaN,NaN,NaN,NaN
20,suicida,1,E,2.15,1.39,7.65,1.04
20,concierto,0,Em1,NaN,NaN,NaN,NaN
20,terrorista,1,E,1.5,0.88,7.6,1.39
20,destello,1,Em1,NaN,NaN,NaN,NaN
20,cancer,1,E,1.23,0.73,7.8,1.24
20,ojo,0,Em1,NaN,NaN,NaN,NaN
20,ceguera,0,E,2.75,1.33,6.95,1.39
20,originario,1,Em1,NaN,NaN,NaN,NaN
20,nazi,0,E,1.6,0.88,7.95,1.28
20,piel,0,Em1,NaN,NaN,NaN,NaN
20,sufrimiento,1,E,1.95,1.15,8.3,0.86
20,mano,1,Em1,NaN,NaN,NaN,NaN
20,amputacion,1,E,2.1,1.17,7.1,1.45
20,ficci�n,1,Em1,NaN,NaN,NaN,NaN
20,crimen,1,E,2.15,1.17,7.9,1.17
20,cr�neo,1,Em1,NaN,NaN,NaN,NaN
20,tumor,0,E,1.33,0.69,7.45,1.05
20,vocaci�n,0,Em1,NaN,NaN,NaN,NaN
20,asesino,0,E,2.03,1.27,7.6,1.73
21,cena,1,Em1,NaN,NaN,NaN,NaN
21,hambruna,0,E,1.95,1.31,7.35,1.18
21,brazo,1,Em1,NaN,NaN,NaN,NaN
21,amputacion,1,E,2.1,1.17,7.1,1.45
21,idioma,1,Em1,NaN,NaN,NaN,NaN
21,nazi,1,E,1.6,0.88,7.95,1.28
21,cuento,1,Em1,NaN,NaN,NaN,NaN
21,crimen,0,E,2.15,1.17,7.9,1.17
21,mensaje,0,Em1,NaN,NaN,NaN,NaN
21,sida,0,E,1.45,0.69,7.35,1.46
21,cima,1,Em1,NaN,NaN,NaN,NaN
21,suicida,1,E,2.15,1.39,7.65,1.04
21,cr�neo,1,Em1,NaN,NaN,NaN,NaN
21,tumor,0,E,1.33,0.69,7.45,1.05
21,ventilaci�n,0,Em1,NaN,NaN,NaN,NaN
21,asfixia,1,E,1.3,0.57,8,1.21
21,regla,0,Em1,NaN,NaN,NaN,NaN
21,violacion,1,E,1.18,0.5,8.13,1.11
21,ser,0,Em1,NaN,NaN,NaN,NaN
21,traidor,0,E,2.25,1.24,7.15,1.76
21,criatura,0,Em1,NaN,NaN,NaN,NaN
21,plaga,1,E,2.3,1.17,7,1.52
21,sensibilidad,1,Em1,NaN,NaN,NaN,NaN
21,sufrimiento,1,E,1.95,1.15,8.3,0.86
21,envase,1,Em1,NaN,NaN,NaN,NaN
21,morgue,1,E,2.9,1.95,6.17,1.93
21,simposio,0,Em1,NaN,NaN,NaN,NaN
21,masacre,1,E,1.3,0.57,6.9,2.15
21,tr�fico,0,Em1,NaN,NaN,NaN,NaN
21,terrorista,0,E,1.5,0.88,7.6,1.39
21,contable,1,Em1,NaN,NaN,NaN,NaN
21,asesino,0,E,2.03,1.27,7.6,1.73
21,panorama,0,Em1,NaN,NaN,NaN,NaN
21,ceguera,0,E,2.75,1.33,6.95,1.39
21,amanecer,1,Em1,NaN,NaN,NaN,NaN
21,cancer,1,E,1.23,0.73,7.8,1.24
22,respiraci�n,0,Em1,NaN,NaN,NaN,NaN
22,asfixia,0,E,1.3,0.57,8,1.21
22,trastero,0,Em1,NaN,NaN,NaN,NaN
22,morgue,1,E,2.9,1.95,6.17,1.93
22,inmigraci�n,1,Em1,NaN,NaN,NaN,NaN
22,nazi,1,E,1.6,0.88,7.95,1.28
22,mujer,1,Em1,NaN,NaN,NaN,NaN
22,traidor,1,E,2.25,1.24,7.15,1.76
22,asamblea,0,Em1,NaN,NaN,NaN,NaN
22,masacre,1,E,1.3,0.57,6.9,2.15
22,banquero,1,Em1,NaN,NaN,NaN,NaN
22,asesino,1,E,2.03,1.27,7.6,1.73
22,historia,0,Em1,NaN,NaN,NaN,NaN
22,crimen,0,E,2.15,1.17,7.9,1.17
22,cr�neo,1,Em1,NaN,NaN,NaN,NaN
22,tumor,1,E,1.33,0.69,7.45,1.05
22,bocata,0,Em1,NaN,NaN,NaN,NaN
22,hambruna,0,E,1.95,1.31,7.35,1.18
22,dedo,1,Em1,NaN,NaN,NaN,NaN
22,sufrimiento,1,E,1.95,1.15,8.3,0.86
22,se�al,1,Em1,NaN,NaN,NaN,NaN
22,sida,1,E,1.45,0.69,7.35,1.46
22,�ptica,1,Em1,NaN,NaN,NaN,NaN
22,ceguera,0,E,2.75,1.33,6.95,1.39
22,codo,1,Em1,NaN,NaN,NaN,NaN
22,amputacion,1,E,2.1,1.17,7.1,1.45
22,concierto,1,Em1,NaN,NaN,NaN,NaN
22,terrorista,0,E,1.5,0.88,7.6,1.39
22,norma,0,Em1,NaN,NaN,NaN,NaN
22,violacion,1,E,1.18,0.5,8.13,1.11
22,universo,1,Em1,NaN,NaN,NaN,NaN
22,plaga,1,E,2.3,1.17,7,1.52
22,andamio,1,Em1,NaN,NaN,NaN,NaN
22,suicida,1,E,2.15,1.39,7.65,1.04
22,luminoso,1,Em1,NaN,NaN,NaN,NaN
22,cancer,1,E,1.23,0.73,7.8,1.24
23,cocina,0,Em1,NaN,NaN,NaN,NaN
23,hambruna,1,E,1.95,1.31,7.35,1.18
23,resoluci�n,0,Em1,NaN,NaN,NaN,NaN
23,violacion,1,E,1.18,0.5,8.13,1.11
23,individuo,0,Em1,NaN,NaN,NaN,NaN
23,traidor,1,E,2.25,1.24,7.15,1.76
23,sol,1,Em1,NaN,NaN,NaN,NaN
23,cancer,1,E,1.23,0.73,7.8,1.24
23,evoluci�n,1,Em1,NaN,NaN,NaN,NaN
23,plaga,0,E,2.3,1.17,7,1.52
23,almac�n,1,Em1,NaN,NaN,NaN,NaN
23,morgue,1,E,2.9,1.95,6.17,1.93
23,transacci�n,0,Em1,NaN,NaN,NaN,NaN
23,sida,1,E,1.45,0.69,7.35,1.46
23,brazo,1,Em1,NaN,NaN,NaN,NaN
23,amputacion,1,E,2.1,1.17,7.1,1.45
23,contacto,0,Em1,NaN,NaN,NaN,NaN
23,sufrimiento,0,E,1.95,1.15,8.3,0.86
23,brisa,0,Em1,NaN,NaN,NaN,NaN
23,asfixia,0,E,1.3,0.57,8,1.21
23,pasajero,0,Em1,NaN,NaN,NaN,NaN
23,terrorista,0,E,1.5,0.88,7.6,1.39
23,continuaci�n,0,Em1,NaN,NaN,NaN,NaN
23,crimen,0,E,2.15,1.17,7.9,1.17
23,reuni�n,0,Em1,NaN,NaN,NaN,NaN
23,masacre,0,E,1.3,0.57,6.9,2.15
23,pasaporte,0,Em1,NaN,NaN,NaN,NaN
23,nazi,0,E,1.6,0.88,7.95,1.28
23,torre,0,Em1,NaN,NaN,NaN,NaN
23,suicida,0,E,2.15,1.39,7.65,1.04
23,escena,0,Em1,NaN,NaN,NaN,NaN
23,ceguera,0,E,2.75,1.33,6.95,1.39
23,raz�n,0,Em1,NaN,NaN,NaN,NaN
23,tumor,0,E,1.33,0.69,7.45,1.05
23,banquero,0,Em1,NaN,NaN,NaN,NaN
23,asesino,0,E,2.03,1.27,7.6,1.73
24,f�sico,1,Em1,NaN,NaN,NaN,NaN
24,asesino,0,E,2.03,1.27,7.6,1.73
24,extranjero,0,Em1,NaN,NaN,NaN,NaN
24,nazi,0,E,1.6,0.88,7.95,1.28
24,tejado,1,Em1,NaN,NaN,NaN,NaN
24,suicida,1,E,2.15,1.39,7.65,1.04
24,mirada,0,Em1,NaN,NaN,NaN,NaN
24,ceguera,0,E,2.75,1.33,6.95,1.39
24,merienda,1,Em1,NaN,NaN,NaN,NaN
24,hambruna,1,E,1.95,1.31,7.35,1.18
24,caj�n,0,Em1,NaN,NaN,NaN,NaN
24,morgue,0,E,2.9,1.95,6.17,1.93
24,hombro,1,Em1,NaN,NaN,NaN,NaN
24,amputacion,1,E,2.1,1.17,7.1,1.45
24,novela,1,Em1,NaN,NaN,NaN,NaN
24,crimen,0,E,2.15,1.17,7.9,1.17
24,receptor,1,Em1,NaN,NaN,NaN,NaN
24,sida,1,E,1.45,0.69,7.35,1.46
24,d�a,0,Em1,NaN,NaN,NaN,NaN
24,cancer,0,E,1.23,0.73,7.8,1.24
24,legislaci�n,0,Em1,NaN,NaN,NaN,NaN
24,violacion,1,E,1.18,0.5,8.13,1.11
24,crecimiento,0,Em1,NaN,NaN,NaN,NaN
24,plaga,1,E,2.3,1.17,7,1.52
24,piel,1,Em1,NaN,NaN,NaN,NaN
24,sufrimiento,1,E,1.95,1.15,8.3,0.86
24,asamblea,1,Em1,NaN,NaN,NaN,NaN
24,masacre,1,E,1.3,0.57,6.9,2.15
24,cr�neo,1,Em1,NaN,NaN,NaN,NaN
24,tumor,1,E,1.33,0.69,7.45,1.05
24,ventilaci�n,0,Em1,NaN,NaN,NaN,NaN
24,asfixia,0,E,1.3,0.57,8,1.21
24,tipo,0,Em1,NaN,NaN,NaN,NaN
24,traidor,0,E,2.25,1.24,7.15,1.76
24,estaci�n,0,Em1,NaN,NaN,NaN,NaN
24,terrorista,0,E,1.5,0.88,7.6,1.39
25,codo,1,Em1,NaN,NaN,NaN,NaN
25,amputacion,0,E,2.1,1.17,7.1,1.45
25,ambiente,0,Em1,NaN,NaN,NaN,NaN
25,plaga,0,E,2.3,1.17,7,1.52
25,ser,1,Em1,NaN,NaN,NaN,NaN
25,traidor,1,E,2.25,1.24,7.15,1.76
25,chispa,0,Em1,NaN,NaN,NaN,NaN
25,cancer,0,E,1.23,0.73,7.8,1.24
25,torre,0,Em1,NaN,NaN,NaN,NaN
25,suicida,0,E,2.15,1.39,7.65,1.04
25,observador,0,Em1,NaN,NaN,NaN,NaN
25,ceguera,0,E,2.75,1.33,6.95,1.39
25,festival,0,Em1,NaN,NaN,NaN,NaN
25,terrorista,1,E,1.5,0.88,7.6,1.39
25,buffet,0,Em1,NaN,NaN,NaN,NaN
25,hambruna,1,E,1.95,1.31,7.35,1.18
25,emisor,1,Em1,NaN,NaN,NaN,NaN
25,sida,1,E,1.45,0.69,7.35,1.46
25,ficci�n,0,Em1,NaN,NaN,NaN,NaN
25,crimen,0,E,2.15,1.17,7.9,1.17
25,roce,0,Em1,NaN,NaN,NaN,NaN
25,sufrimiento,0,E,1.95,1.15,8.3,0.86
25,pasaporte,1,Em1,NaN,NaN,NaN,NaN
25,nazi,1,E,1.6,0.88,7.95,1.28
25,aire,1,Em1,NaN,NaN,NaN,NaN
25,asfixia,1,E,1.3,0.57,8,1.21
25,permiso,1,Em1,NaN,NaN,NaN,NaN
25,violacion,1,E,1.18,0.5,8.13,1.11
25,reuni�n,0,Em1,NaN,NaN,NaN,NaN
25,masacre,1,E,1.3,0.57,6.9,2.15
25,contable,1,Em1,NaN,NaN,NaN,NaN
25,asesino,1,E,2.03,1.27,7.6,1.73
25,pensamiento,0,Em1,NaN,NaN,NaN,NaN
25,tumor,0,E,1.33,0.69,7.45,1.05
25,dep�sito,0,Em1,NaN,NaN,NaN,NaN
25,morgue,1,E,2.9,1.95,6.17,1.93
26,observador,0,Em1,NaN,NaN,NaN,NaN
26,ceguera,0,E,2.75,1.33,6.95,1.39
26,nervio,0,Em1,NaN,NaN,NaN,NaN
26,sufrimiento,1,E,1.95,1.15,8.3,0.86
26,asamblea,0,Em1,NaN,NaN,NaN,NaN
26,masacre,0,E,1.3,0.57,6.9,2.15
26,extremidad,0,Em1,NaN,NaN,NaN,NaN
26,amputacion,0,E,2.1,1.17,7.1,1.45
26,biograf�a,1,Em1,NaN,NaN,NaN,NaN
26,crimen,1,E,2.15,1.17,7.9,1.17
26,bocata,0,Em1,NaN,NaN,NaN,NaN
26,hambruna,1,E,1.95,1.31,7.35,1.18
26,dep�sito,1,Em1,NaN,NaN,NaN,NaN
26,morgue,0,E,2.9,1.95,6.17,1.93
26,permiso,0,Em1,NaN,NaN,NaN,NaN
26,violacion,0,E,1.18,0.5,8.13,1.11
26,empleo,0,Em1,NaN,NaN,NaN,NaN
26,asesino,0,E,2.03,1.27,7.6,1.73
26,p�blico,0,Em1,NaN,NaN,NaN,NaN
26,terrorista,1,E,1.5,0.88,7.6,1.39
26,natal,0,Em1,NaN,NaN,NaN,NaN
26,nazi,1,E,1.6,0.88,7.95,1.28
26,crecimiento,1,Em1,NaN,NaN,NaN,NaN
26,plaga,0,E,2.3,1.17,7,1.52
26,boca,0,Em1,NaN,NaN,NaN,NaN
26,asfixia,0,E,1.3,0.57,8,1.21
26,inteligencia,0,Em1,NaN,NaN,NaN,NaN
26,tumor,0,E,1.33,0.69,7.45,1.05
26,brinco,0,Em1,NaN,NaN,NaN,NaN
26,suicida,1,E,2.15,1.39,7.65,1.04
26,ser,0,Em1,NaN,NaN,NaN,NaN
26,traidor,0,E,2.25,1.24,7.15,1.76
26,transmisi�n,1,Em1,NaN,NaN,NaN,NaN
26,sida,1,E,1.45,0.69,7.35,1.46
26,d�a,1,Em1,NaN,NaN,NaN,NaN
26,cancer,1,E,1.23,0.73,7.8,1.24
27,cocina,0,Em1,NaN,NaN,NaN,NaN
27,hambruna,0,E,1.95,1.31,7.35,1.18
27,sensibilidad,0,Em1,NaN,NaN,NaN,NaN
27,sufrimiento,1,E,1.95,1.15,8.3,0.86
27,extremidad,0,Em1,NaN,NaN,NaN,NaN
27,amputacion,0,E,2.1,1.17,7.1,1.45
27,humanidad,1,Em1,NaN,NaN,NaN,NaN
27,plaga,1,E,2.3,1.17,7,1.52
27,estaci�n,0,Em1,NaN,NaN,NaN,NaN
27,terrorista,1,E,1.5,0.88,7.6,1.39
27,escena,0,Em1,NaN,NaN,NaN,NaN
27,ceguera,1,E,2.75,1.33,6.95,1.39
27,destinatario,1,Em1,NaN,NaN,NaN,NaN
27,sida,1,E,1.45,0.69,7.35,1.46
27,vocaci�n,1,Em1,NaN,NaN,NaN,NaN
27,asesino,1,E,2.03,1.27,7.6,1.73
27,d�a,1,Em1,NaN,NaN,NaN,NaN
27,cancer,0,E,1.23,0.73,7.8,1.24
27,contrato,1,Em1,NaN,NaN,NaN,NaN
27,violacion,1,E,1.18,0.5,8.13,1.11
27,continuaci�n,0,Em1,NaN,NaN,NaN,NaN
27,crimen,1,E,2.15,1.17,7.9,1.17
27,ventana,1,Em1,NaN,NaN,NaN,NaN
27,suicida,1,E,2.15,1.39,7.65,1.04
27,caja,0,Em1,NaN,NaN,NaN,NaN
27,morgue,1,E,2.9,1.95,6.17,1.93
27,cr�neo,1,Em1,NaN,NaN,NaN,NaN
27,tumor,1,E,1.33,0.69,7.45,1.05
27,sujeto,1,Em1,NaN,NaN,NaN,NaN
27,traidor,1,E,2.25,1.24,7.15,1.76
27,pulm�n,0,Em1,NaN,NaN,NaN,NaN
27,asfixia,1,E,1.3,0.57,8,1.21
27,inmigraci�n,0,Em1,NaN,NaN,NaN,NaN
27,nazi,1,E,1.6,0.88,7.95,1.28
27,grupo,0,Em1,NaN,NaN,NaN,NaN
27,masacre,0,E,1.3,0.57,6.9,2.15
28,declaraci�n,0,Em1,NaN,NaN,NaN,NaN
28,violacion,0,E,1.18,0.5,8.13,1.11
28,intercambio,1,Em1,NaN,NaN,NaN,NaN
28,sida,1,E,1.45,0.69,7.35,1.46
28,destello,0,Em1,NaN,NaN,NaN,NaN
28,cancer,1,E,1.23,0.73,7.8,1.24
28,criatura,1,Em1,NaN,NaN,NaN,NaN
28,plaga,1,E,2.3,1.17,7,1.52
28,originario,0,Em1,NaN,NaN,NaN,NaN
28,nazi,1,E,1.6,0.88,7.95,1.28
28,mano,0,Em1,NaN,NaN,NaN,NaN
28,amputacion,1,E,2.1,1.17,7.1,1.45
28,roce,0,Em1,NaN,NaN,NaN,NaN
28,sufrimiento,0,E,1.95,1.15,8.3,0.86
28,bote,0,Em1,NaN,NaN,NaN,NaN
28,morgue,1,E,2.9,1.95,6.17,1.93
28,individuo,1,Em1,NaN,NaN,NaN,NaN
28,traidor,0,E,2.25,1.24,7.15,1.76
28,metro,1,Em1,NaN,NaN,NaN,NaN
28,terrorista,1,E,1.5,0.88,7.6,1.39
28,protagonista,1,Em1,NaN,NaN,NaN,NaN
28,crimen,1,E,2.15,1.17,7.9,1.17
28,inteligencia,1,Em1,NaN,NaN,NaN,NaN
28,tumor,0,E,1.33,0.69,7.45,1.05
28,reuni�n,0,Em1,NaN,NaN,NaN,NaN
28,masacre,0,E,1.3,0.57,6.9,2.15
28,ojeada,1,Em1,NaN,NaN,NaN,NaN
28,ceguera,0,E,2.75,1.33,6.95,1.39
28,alimento,0,Em1,NaN,NaN,NaN,NaN
28,hambruna,1,E,1.95,1.31,7.35,1.18
28,puente,0,Em1,NaN,NaN,NaN,NaN
28,suicida,1,E,2.15,1.39,7.65,1.04
28,pulm�n,1,Em1,NaN,NaN,NaN,NaN
28,asfixia,0,E,1.3,0.57,8,1.21
28,ingeniero,1,Em1,NaN,NaN,NaN,NaN
28,asesino,1,E,2.03,1.27,7.6,1.73
29,despensa,0,Em1,NaN,NaN,NaN,NaN
29,hambruna,0,E,1.95,1.31,7.35,1.18
29,energ�a,0,Em1,NaN,NaN,NaN,NaN
29,cancer,0,E,1.23,0.73,7.8,1.24
29,mensaje,1,Em1,NaN,NaN,NaN,NaN
29,sida,1,E,1.45,0.69,7.35,1.46
29,extranjero,0,Em1,NaN,NaN,NaN,NaN
29,nazi,1,E,1.6,0.88,7.95,1.28
29,meditaci�n,0,Em1,NaN,NaN,NaN,NaN
