subject,Eword,Erecall,valencemean,arousalmean,Em1word,Em1recall
52,traidor,1,2.25,7.15,sujeto,0
52,tumor,1,1.33,7.45,pensamiento,0
52,violacion,1,1.18,8.13,norma,1
52,sufrimiento,1,1.95,8.3,textura,0
52,morgue,1,2.9,6.17,casillero,0
52,hambruna,0,1.95,7.35,restaurante,0
52,asesino,1,2.03,7.6,trabajo,0
52,cancer,1,1.23,7.8,d�a,0
53,amputacion,0,2.1,7.1,extremidad,0
53,hambruna,1,1.95,7.35,almuerzo,1
53,cancer,0,1.23,7.8,destello,0
53,plaga,1,2.3,7,universo,0
53,violacion,1,1.18,8.13,consenso,0
53,tumor,1,1.33,7.45,mente,1
53,asesino,1,2.03,7.6,profesi�n,0
53,traidor,1,2.25,7.15,socio,0
53,crimen,1,2.15,7.9,texto,0
53,morgue,0,2.9,6.17,casillero,0
53,masacre,0,1.3,6.9,concurrencia,0
53,asfixia,1,1.3,8,boca,1
53,sufrimiento,1,1.95,8.3,nervio,1
53,ceguera,0,2.75,6.95,escena,0
53,nazi,1,1.6,7.95,visado,1
53,terrorista,0,1.5,7.6,tr�fico,0
53,suicida,0,2.15,7.65,rascacielos,0
53,sida,1,1.45,7.35,receptor,1
54,sufrimiento,0,1.95,8.3,sensibilidad,0
54,violacion,1,1.18,8.13,regla,0
54,asfixia,0,1.3,8,pulm�n,1
54,asesino,1,2.03,7.6,ocupaci�n,0
54,tumor,1,1.33,7.45,inteligencia,1
54,plaga,1,2.3,7,atm�sfera,1
54,cancer,1,1.23,7.8,d�a,1
54,hambruna,1,1.95,7.35,alimento,0
54,traidor,1,2.25,7.15,tipo,1
54,ceguera,0,2.75,6.95,visi�n,1
54,crimen,1,2.15,7.9,cuento,0
54,masacre,1,1.3,6.9,concurrencia,1
54,sida,1,1.45,7.35,intercambio,0
54,terrorista,1,1.5,7.6,estaci�n,0
54,nazi,1,1.6,7.95,cultura,1
54,morgue,1,2.9,6.17,caj�n,1
54,amputacion,1,2.1,7.1,tobillo,0
54,suicida,1,2.15,7.65,puente,1
55,suicida,1,2.15,7.65,brinco,0
55,terrorista,0,1.5,7.6,pasajero,0
55,asesino,0,2.03,7.6,actor,0
55,ceguera,1,2.75,6.95,visi�n,1
55,hambruna,0,1.95,7.35,cena,1
55,amputacion,1,2.1,7.1,extremidad,1
55,crimen,0,2.15,7.9,historia,0
55,cancer,0,1.23,7.8,energ�a,0
55,traidor,0,2.25,7.15,relaci�n,0
55,tumor,0,1.33,7.45,inteligencia,0
55,asfixia,0,1.3,8,viento,0
55,morgue,1,2.9,6.17,nevera,0
55,sida,1,1.45,7.35,fuente,0
55,violacion,1,1.18,8.13,decisi�n,0
55,masacre,1,1.3,6.9,gente,0
55,nazi,1,1.6,7.95,extranjero,1
55,plaga,1,2.3,7,campo,0
55,sufrimiento,0,1.95,8.3,textura,0
56,asesino,1,2.03,7.6,ocupaci�n,0
56,traidor,1,2.25,7.15,socio,0
56,nazi,0,1.6,7.95,lugare�o,0
56,sida,1,1.45,7.35,transacci�n,0
56,amputacion,1,2.1,7.1,brazo,0
56,crimen,0,2.15,7.9,editor,1
56,terrorista,1,1.5,7.6,festival,1
56,hambruna,0,1.95,7.35,sopa,1
56,violacion,1,1.18,8.13,consenso,0
56,suicida,0,2.15,7.65,puente,0
56,morgue,0,2.9,6.17,envase,0
56,sufrimiento,0,1.95,8.3,textura,0
56,tumor,1,1.33,7.45,ingenio,1
56,plaga,1,2.3,7,universo,1
56,asfixia,0,1.3,8,aire,1
56,cancer,0,1.23,7.8,sol,1
56,masacre,1,1.3,6.9,asamblea,1
56,ceguera,0,2.75,6.95,cine,1
57,ceguera,1,2.75,6.95,ojo,1
57,terrorista,0,1.5,7.6,tr�fico,0
57,masacre,1,1.3,6.9,asociaci�n,1
57,amputacion,1,2.1,7.1,hombro,1
57,asesino,0,2.03,7.6,aprendiz,1
57,asfixia,0,1.3,8,viento,1
57,cancer,0,1.23,7.8,amanecer,0
57,suicida,0,2.15,7.65,tejado,0
57,tumor,0,1.33,7.45,mente,1
57,crimen,0,2.15,7.9,texto,0
57,plaga,0,2.3,7,evoluci�n,0
57,morgue,1,2.9,6.17,consigna,0
57,sufrimiento,1,1.95,8.3,sensibilidad,0
57,sida,1,1.45,7.35,fuente,0
57,nazi,0,1.6,7.95,pasaporte,0
57,violacion,0,1.18,8.13,resoluci�n,0
57,traidor,1,2.25,7.15,compa�ero,1
57,hambruna,0,1.95,7.35,despensa,1
58,nazi,0,1.6,7.95,inmigraci�n,0
58,cancer,1,1.23,7.8,sol,1
58,tumor,1,1.33,7.45,raz�n,0
58,sida,1,1.45,7.35,comunicaci�n,0
58,plaga,0,2.3,7,humanidad,0
58,hambruna,1,1.95,7.35,cocina,0
58,suicida,1,2.15,7.65,bajada,1
58,terrorista,1,1.5,7.6,metro,0
58,morgue,0,2.9,6.17,caj�n,0
58,traidor,1,2.25,7.15,mujer,1
58,asesino,1,2.03,7.6,trabajo,0
58,masacre,1,1.3,6.9,comunidad,0
58,amputacion,0,2.1,7.1,extremidad,0
58,asfixia,1,1.3,8,vapor,0
58,crimen,1,2.15,7.9,novela,1
58,ceguera,1,2.75,6.95,fotograf�a,0
58,violacion,1,1.18,8.13,pauta,0
58,sufrimiento,1,1.95,8.3,vibraci�n,0
59,nazi,1,1.6,7.95,originario,0
59,cancer,1,1.23,7.8,luminoso,1
59,sida,1,1.45,7.35,comunicaci�n,0
59,hambruna,1,1.95,7.35,despensa,0
59,asesino,1,2.03,7.6,abogado,1
59,plaga,0,2.3,7,campo,0
59,asfixia,0,1.3,8,oxigeno,1
59,suicida,0,2.15,7.65,edificio,1
59,ceguera,0,2.75,6.95,�ptica,1
59,masacre,1,1.3,6.9,gente,1
59,terrorista,1,1.5,7.6,aeropuerto,1
59,amputacion,1,2.1,7.1,muslo,1
59,traidor,1,2.25,7.15,dama,0
59,tumor,1,1.33,7.45,creatividad,1
59,sufrimiento,0,1.95,8.3,palma,0
59,morgue,0,2.9,6.17,casillero,1
59,violacion,1,1.18,8.13,ley,1
59,crimen,0,2.15,7.9,novela,1
60,cancer,1,1.23,7.8,energ�a,0
60,plaga,0,2.3,7,ambiente,0
60,nazi,1,1.6,7.95,visitante,1
60,violacion,1,1.18,8.13,ley,1
60,ceguera,0,2.75,6.95,ojeada,0
60,traidor,1,2.25,7.15,ser,0
60,suicida,1,2.15,7.65,torre,0
60,morgue,0,2.9,6.17,almac�n,0
60,masacre,1,1.3,6.9,reuni�n,0
60,asfixia,0,1.3,8,ventilaci�n,0
60,tumor,1,1.33,7.45,raz�n,0
60,asesino,1,2.03,7.6,f�sico,0
60,amputacion,1,2.1,7.1,extremidad,1
60,terrorista,1,1.5,7.6,estadio,1
60,sufrimiento,0,1.95,8.3,superficie,0
60,crimen,1,2.15,7.9,continuaci�n,1
60,hambruna,0,1.95,7.35,despensa,0
61,nazi,1,1.6,7.95,patriotismo,0
61,sufrimiento,0,1.95,8.3,nervio,0
61,plaga,1,2.3,7,evoluci�n,1
61,amputacion,1,2.1,7.1,mu�eca,0
61,suicida,0,2.15,7.65,puente,0
61,violacion,1,1.18,8.13,decisi�n,0
61,terrorista,1,1.5,7.6,encuentro,0
61,asfixia,1,1.3,8,boca,0
61,asesino,1,2.03,7.6,abogado,0
61,morgue,1,2.9,6.17,bote,1
61,hambruna,0,1.95,7.35,desayuno,0
61,crimen,0,2.15,7.9,protagonista,0
61,masacre,0,1.3,6.9,concentraci�n,1
61,cancer,0,1.23,7.8,esplendor,0
61,sida,0,1.45,7.35,destinatario,0
61,tumor,1,1.33,7.45,ingenio,1
61,traidor,1,2.25,7.15,dama,1
61,ceguera,0,2.75,6.95,ojeada,1
62,asfixia,0,1.3,8,aire,0
62,violacion,1,1.18,8.13,norma,1
62,suicida,0,2.15,7.65,puente,0
62,plaga,0,2.3,7,planeta,1
62,asesino,1,2.03,7.6,qu�mico,0
62,morgue,0,2.9,6.17,consigna,1
62,sufrimiento,1,1.95,8.3,sensaci�n,1
62,sida,0,1.45,7.35,fuente,0
62,nazi,0,1.6,7.95,extranjero,1
62,amputacion,0,2.1,7.1,cadera,0
62,tumor,1,1.33,7.45,neurona,1
62,crimen,0,2.15,7.9,texto,0
62,ceguera,0,2.75,6.95,ojo,0
62,cancer,0,1.23,7.8,estrella,0
62,hambruna,0,1.95,7.35,merienda,0
62,terrorista,1,1.5,7.6,aeropuerto,1
62,traidor,1,2.25,7.15,socio,0
62,masacre,0,1.3,6.9,dialogo,0
63,crimen,0,2.15,7.9,libro,0
63,tumor,0,1.33,7.45,cr�neo,1
63,nazi,1,1.6,7.95,lugare�o,0
63,asesino,1,2.03,7.6,ingeniero,0
63,ceguera,1,2.75,6.95,video,0
63,sida,0,1.45,7.35,mensaje,0
63,sufrimiento,0,1.95,8.3,cuerpo,0
63,asfixia,1,1.3,8,boca,1
63,cancer,1,1.23,7.8,amanecer,1
63,amputacion,1,2.1,7.1,articulaci�n,1
63,traidor,1,2.25,7.15,relaci�n,1
63,suicida,1,2.15,7.65,edificio,1
63,violacion,0,1.18,8.13,instrucci�n,0
63,plaga,0,2.3,7,evoluci�n,1
63,morgue,1,2.9,6.17,trastero,1
63,terrorista,1,1.5,7.6,pasajero,1
63,masacre,0,1.3,6.9,congregaci�n,0
64,sufrimiento,0,1.95,8.3,textura,0
64,traidor,1,2.25,7.15,colega,0
64,asfixia,1,1.3,8,oxigeno,1
64,suicida,0,2.15,7.65,ventana,1
64,cancer,1,1.23,7.8,energ�a,1
64,plaga,1,2.3,7,humanidad,1
64,sida,1,1.45,7.35,fuente,1
64,nazi,1,1.6,7.95,patriotismo,1
64,crimen,1,2.15,7.9,autor,1
64,ceguera,0,2.75,6.95,cine,0
64,asesino,1,2.03,7.6,trabajo,1
64,violacion,1,1.18,8.13,resoluci�n,0
64,hambruna,1,1.95,7.35,desayuno,0
64,terrorista,1,1.5,7.6,teatro,0
64,morgue,1,2.9,6.17,consigna,1
64,tumor,0,1.33,7.45,pensamiento,1
64,masacre,1,1.3,6.9,reuni�n,0
65,crimen,0,2.15,7.9,editor,1
65,asfixia,0,1.3,8,boca,0
65,nazi,1,1.6,7.95,inmigraci�n,0
65,plaga,0,2.3,7,ambiente,0
65,masacre,0,1.3,6.9,congreso,0
65,traidor,1,2.25,7.15,dama,1
65,ceguera,1,2.75,6.95,panorama,0
65,terrorista,1,1.5,7.6,concierto,1
65,amputacion,1,2.1,7.1,muslo,1
65,hambruna,1,1.95,7.35,alimento,1
65,morgue,1,2.9,6.17,bote,1
65,violacion,1,1.18,8.13,legislaci�n,1
65,asesino,0,2.03,7.6,abogado,1
65,suicida,1,2.15,7.65,tejado,1
65,sufrimiento,0,1.95,8.3,terciopelo,0
65,tumor,1,1.33,7.45,creatividad,0
65,cancer,0,1.23,7.8,chispa,0
66,terrorista,0,1.5,7.6,pasajero,0
66,amputacion,0,2.1,7.1,hombro,0
66,cancer,1,1.23,7.8,destello,0
66,traidor,0,2.25,7.15,ser,0
66,asesino,0,2.03,7.6,ingeniero,0
66,ceguera,1,2.75,6.95,ojeada,1
66,sufrimiento,0,1.95,8.3,nervio,0
66,violacion,1,1.18,8.13,pauta,0
66,masacre,1,1.3,6.9,asamblea,1
66,plaga,0,2.3,7,universo,1
66,tumor,1,1.33,7.45,pensamiento,1
66,sida,0,1.45,7.35,fuente,0
66,suicida,1,2.15,7.65,torre,0
66,morgue,1,2.9,6.17,nevera,1
66,hambruna,0,1.95,7.35,bocata,1
66,asfixia,1,1.3,8,ventilaci�n,0
66,crimen,0,2.15,7.9,historia,0
66,nazi,0,1.6,7.95,lugare�o,0
67,amputacion,1,2.1,7.1,extremidad,1
67,terrorista,1,1.5,7.6,estaci�n,1
67,ceguera,0,2.75,6.95,video,0
67,sufrimiento,0,1.95,8.3,sensibilidad,0
67,violacion,0,1.18,8.13,decisi�n,0
67,plaga,1,2.3,7,evoluci�n,0
67,morgue,1,2.9,6.17,trastero,0
67,traidor,1,2.25,7.15,socio,0
67,masacre,1,1.3,6.9,grupo,0
67,suicida,1,2.15,7.65,tejado,1
67,asesino,0,2.03,7.6,ocupaci�n,0
67,cancer,1,1.23,7.8,luminoso,0
67,tumor,0,1.33,7.45,imaginaci�n,1
67,hambruna,0,1.95,7.35,bocata,0
67,crimen,1,2.15,7.9,libro,1
67,asfixia,1,1.3,8,pulm�n,0
67,nazi,1,1.6,7.95,lugare�o,1
67,sida,1,1.45,7.35,correo,0
68,tumor,0,1.33,7.45,inteligencia,0
68,asesino,1,2.03,7.6,profesi�n,0
68,traidor,1,2.25,7.15,mujer,0
68,violacion,0,1.18,8.13,legislaci�n,0
68,cancer,1,1.23,7.8,reflectante,1
68,crimen,1,2.15,7.9,texto,0
68,plaga,0,2.3,7,atm�sfera,0
68,sufrimiento,1,1.95,8.3,contacto,1
68,hambruna,1,1.95,7.35,cocinero,1
68,amputacion,1,2.1,7.1,mu�eca,1
68,ceguera,0,2.75,6.95,visi�n,1
68,asfixia,1,1.3,8,vapor,0
68,nazi,1,1.6,7.95,visitante,0
68,terrorista,1,1.5,7.6,pasajero,1
68,morgue,0,2.9,6.17,consigna,1
68,suicida,1,2.15,7.65,rascacielos,1
68,sida,1,1.45,7.35,transacci�n,1
69,asesino,0,2.03,7.6,aprendiz,0
69,tumor,1,1.33,7.45,cerebro,1
69,asfixia,0,1.3,8,branquias,1
69,amputacion,1,2.1,7.1,brazo,0
69,cancer,1,1.23,7.8,chispa,1
69,plaga,1,2.3,7,naturaleza,1
69,traidor,1,2.25,7.15,sujeto,1
69,violacion,1,1.18,8.13,instrucci�n,0
69,morgue,1,2.9,6.17,ba�l,0
69,hambruna,1,1.95,7.35,alimento,1
69,suicida,1,2.15,7.65,tejado,0
69,nazi,1,1.6,7.95,visitante,1
69,sufrimiento,0,1.95,8.3,sensibilidad,0
69,ceguera,0,2.75,6.95,video,0
69,terrorista,1,1.5,7.6,avi�n,1
69,sida,1,1.45,7.35,transacci�n,1
69,masacre,1,1.3,6.9,invitados,0
69,crimen,1,2.15,7.9,trama,1
70,plaga,0,2.3,7,atm�sfera,1
70,masacre,0,1.3,6.9,invitados,0
70,nazi,1,1.6,7.95,patriotismo,1
70,morgue,1,2.9,6.17,nevera,0
70,terrorista,1,1.5,7.6,p�blico,1
70,tumor,0,1.33,7.45,cr�neo,1
70,cancer,0,1.23,7.8,sol�rium,0
70,traidor,1,2.25,7.15,persona,0
70,amputacion,0,2.1,7.1,nudillo,1
70,suicida,0,2.15,7.65,andamio,0
70,violacion,1,1.18,8.13,contrato,1
70,ceguera,1,2.75,6.95,escena,0
70,asfixia,1,1.3,8,brisa,1
70,asesino,1,2.03,7.6,abogado,1
70,hambruna,0,1.95,7.35,restaurante,0
70,crimen,0,2.15,7.9,capitulo,0
70,sufrimiento,0,1.95,8.3,cuerpo,0
70,sida,1,1.45,7.35,mensaje,1
71,traidor,0,2.25,7.15,colega,0
71,asesino,1,2.03,7.6,ocupaci�n,0
71,masacre,1,1.3,6.9,dialogo,1
71,morgue,0,2.9,6.17,caj�n,0
71,tumor,1,1.33,7.45,cr�neo,0
71,hambruna,1,1.95,7.35,despensa,0
71,nazi,0,1.6,7.95,pasaporte,1
71,sida,1,1.45,7.35,mensaje,0
71,violacion,0,1.18,8.13,declaraci�n,0
71,asfixia,1,1.3,8,aire,1
71,suicida,1,2.15,7.65,altillo,0
71,ceguera,0,2.75,6.95,fotograf�a,1
71,crimen,1,2.15,7.9,historia,0
71,sufrimiento,0,1.95,8.3,terciopelo,1
71,terrorista,0,1.5,7.6,metro,1
71,amputacion,1,2.1,7.1,hombro,0
71,plaga,1,2.3,7,crecimiento,0
71,cancer,1,1.23,7.8,sol�rium,0
72,terrorista,0,1.5,7.6,tr�fico,0
72,amputacion,0,2.1,7.1,pierna,0
72,crimen,0,2.15,7.9,ficci�n,1
72,plaga,1,2.3,7,vida,0
72,traidor,1,2.25,7.15,socio,0
72,nazi,1,1.6,7.95,visado,1
72,morgue,0,2.9,6.17,caj�n,0
72,cancer,0,1.23,7.8,d�a,0
72,violacion,1,1.18,8.13,decisi�n,0
72,sufrimiento,0,1.95,8.3,palma,1
72,ceguera,0,2.75,6.95,fotograf�a,0
72,tumor,1,1.33,7.45,cerebro,1
72,sida,1,1.45,7.35,correo,1
72,asfixia,1,1.3,8,oxigeno,0
72,suicida,1,2.15,7.65,edificio,1
72,masacre,1,1.3,6.9,dialogo,0
72,hambruna,1,1.95,7.35,alimento,0
72,asesino,0,2.03,7.6,contable,0
73,crimen,0,2.15,7.9,libro,1
73,asfixia,1,1.3,8,branquias,1
73,asesino,1,2.03,7.6,aprendiz,1
73,nazi,1,1.6,7.95,nacionalidad,0
73,tumor,0,1.33,7.45,cerebro,1
73,terrorista,1,1.5,7.6,aeropuerto,0
73,violacion,1,1.18,8.13,norma,1
73,cancer,0,1.23,7.8,esplendor,0
73,hambruna,0,1.95,7.35,cena,1
73,sufrimiento,0,1.95,8.3,nervio,0
73,morgue,0,2.9,6.17,trastero,0
73,amputacion,1,2.1,7.1,articulaci�n,0
73,ceguera,1,2.75,6.95,�ptica,0
73,sida,0,1.45,7.35,transmisi�n,0
73,traidor,1,2.25,7.15,tipo,1
73,suicida,1,2.15,7.65,altura,1
73,masacre,0,1.3,6.9,invitados,0
73,plaga,0,2.3,7,humanidad,1
74,masacre,0,1.3,6.9,congreso,0
74,amputacion,0,2.1,7.1,tobillo,0
74,cancer,1,1.23,7.8,destello,0
74,asesino,0,2.03,7.6,f�sico,0
74,sufrimiento,0,1.95,8.3,terciopelo,0
74,ceguera,0,2.75,6.95,vista,0
74,suicida,0,2.15,7.65,altura,0
74,asfixia,0,1.3,8,inhalaci�n,0
74,terrorista,1,1.5,7.6,teatro,0
74,plaga,0,2.3,7,criatura,0
74,sida,0,1.45,7.35,se�al,0
74,violacion,0,1.18,8.13,permiso,0
74,morgue,0,2.9,6.17,bote,0
74,traidor,0,2.25,7.15,individuo,0
74,tumor,0,1.33,7.45,imaginaci�n,0
74,nazi,1,1.6,7.95,pasaporte,0
74,hambruna,0,1.95,7.35,merienda,1
74,crimen,1,2.15,7.9,continuaci�n,1
75,tumor,0,1.33,7.45,pensamiento,1
75,masacre,1,1.3,6.9,congregaci�n,0
75,cancer,1,1.23,7.8,eclipse,0
75,asesino,0,2.03,7.6,f�sico,0
75,violacion,0,1.18,8.13,declaraci�n,0
75,nazi,0,1.6,7.95,inmigraci�n,0
75,hambruna,1,1.95,7.35,cocinero,1
75,sufrimiento,1,1.95,8.3,dedo,0
75,morgue,0,2.9,6.17,dep�sito,0
75,traidor,1,2.25,7.15,compa�ero,1
75,suicida,1,2.15,7.65,bajada,0
75,plaga,0,2.3,7,evoluci�n,0
75,amputacion,1,2.1,7.1,nudillo,0
75,sida,0,1.45,7.35,comunicaci�n,0
75,crimen,0,2.15,7.9,libro,1
75,terrorista,1,1.5,7.6,terminal,1
75,ceguera,1,2.75,6.95,vista,1
75,asfixia,1,1.3,8,aire,1
